,"x	1",,,,,,,,,,,,,
gotThe,1,,,,,,,,,,,,,
gotUn,1,,,,,,,,,,,,,
gotWinter,1,,,,,,,,,,,,,
gotYeah,1,,,,,,,,,,,,,
gotbetvGoTSMark,1,,,,,,,,,,,,,
gotbetvHBO,1,,,,,,,,,,,,,
gotboredom,1,,,,,,,,,,,,,
gotfacts,3,,,,,,,,,,,,,
gotquarterhorse,1,,,,,,,,,,,,,
gotrunning,1,,,,,,,,,,,,,
gotscnsGameOfThronesNassau,1,,,,,,,,,,,,,
gotseason,10,,,,,,,,,,,,,
gotseasonW,1,,,,,,,,,,,,,
gotta,2,,,,,,,,,,,,,
gottour,3,,,,,,,,,,,,,
governor,1,,,,,,,,,,,,,
govt,1,,,,,,,,,,,,,
grabaciones,1,,,,,,,,,,,,,
graduate,1,,,,,,,,,,,,,
graffiti,1,,,,,,,,,,,,,
graficiGameofThronesWhich,1,,,,,,,,,,,,,
grand,1,,,,,,,,,,,,,
grande,1,,,,,,,,,,,,,
grander,1,,,,,,,,,,,,,
granfathaW,1,,,,,,,,,,,,,
graotron,1,,,,,,,,,,,,,
graotronvinyl,1,,,,,,,,,,,,,
graphicsdownload,2,,,,,,,,,,,,,
grdm,1,,,,,,,,,,,,,
great,38,,,,,,,,,,,,,
greatest,2,,,,,,,,,,,,,
greatgameofthrones,1,,,,,,,,,,,,,
greetingcard,3,,,,,,,,,,,,,
greetingscard,1,,,,,,,,,,,,,
grew,1,,,,,,,,,,,,,
grief,1,,,,,,,,,,,,,
groe,2,,,,,,,,,,,,,
ground,1,,,,,,,,,,,,,
grow,7,,,,,,,,,,,,,
growthmarketing,1,,,,,,,,,,,,,
grr,1,,,,,,,,,,,,,
grrm,2,,,,,,,,,,,,,
grrmspeakinggameofthronesASOIAFOffendEveryoneInWords,1,,,,,,,,,,,,,
grupo,6,,,,,,,,,,,,,
gt,1,,,,,,,,,,,,,
gtI,1,,,,,,,,,,,,,
gtLife,1,,,,,,,,,,,,,
gtand,1,,,,,,,,,,,,,
gtara,1,,,,,,,,,,,,,
gtgtDhabitude,1,,,,,,,,,,,,,
gtgtThe,1,,,,,,,,,,,,,
gtgtbooks,4,,,,,,,,,,,,,
gtgtgt,6,,,,,,,,,,,,,
gtgtgtA,1,,,,,,,,,,,,,
gtmc,1,,,,,,,,,,,,,
gtmcNew,1,,,,,,,,,,,,,
guadasuarezTrabajarhs,1,,,,,,,,,,,,,
guerra,2,,,,,,,,,,,,,
guerradostronos,1,,,,,,,,,,,,,
guess,8,,,,,,,,,,,,,
guessing,1,,,,,,,,,,,,,
guest,3,,,,,,,,,,,,,
guests,6,,,,,,,,,,,,,
guestsWinter,1,,,,,,,,,,,,,
guestsevents,1,,,,,,,,,,,,,
guiadas,4,,,,,,,,,,,,,
guinessMark,1,,,,,,,,,,,,,
gunna,1,,,,,,,,,,,,,
gusta,2,,,,,,,,,,,,,
gustado,1,,,,,,,,,,,,,
gustaseguro,3,,,,,,,,,,,,,
gutted,1,,,,,,,,,,,,,
guy,8,,,,,,,,,,,,,
guys,4,,,,,,,,,,,,,
gzel,3,,,,,,,,,,,,,
h,2,,,,,,,,,,,,,
hAvectoutes,1,,,,,,,,,,,,,
hLDLC,1,,,,,,,,,,,,,
hLets,1,,,,,,,,,,,,,
ha,9,,,,,,,,,,,,,
haber,1,,,,,,,,,,,,,
hablar,1,,,,,,,,,,,,,
habr,57,,,,,,,,,,,,,
habs,1,,,,,,,,,,,,,
hace,2,,,,,,,,,,,,,
haciendo,1,,,,,,,,,,,,,
hack,1,,,,,,,,,,,,,
had,9,,,,,,,,,,,,,
hadnt,1,,,,,,,,,,,,,
hago,1,,,,,,,,,,,,,
haha,1,,,,,,,,,,,,,
hahahaha,1,,,,,,,,,,,,,
hair,6,,,,,,,,,,,,,
half,2,,,,,,,,,,,,,
hand,4,,,,,,,,,,,,,
handle,24,,,,,,,,,,,,,
handmade,2,,,,,,,,,,,,,
hands,1,,,,,,,,,,,,,
hangout,1,,,,,,,,,,,,,
hansolo,1,,,,,,,,,,,,,
happen,10,,,,,,,,,,,,,
happened,5,,,,,,,,,,,,,
happening,4,,,,,,,,,,,,,
happens,7,,,,,,,,,,,,,
happy,5,,,,,,,,,,,,,
happynewyear,1,,,,,,,,,,,,,
har,1,,,,,,,,,,,,,
hard,3,,,,,,,,,,,,,
hardGameofThrones,1,,,,,,,,,,,,,
hardcore,1,,,,,,,,,,,,,
harder,1,,,,,,,,,,,,,
harleyquinn,1,,,,,,,,,,,,,
harry,1,,,,,,,,,,,,,
harvested,1,,,,,,,,,,,,,
hashtag,1,,,,,,,,,,,,,
hasnt,2,,,,,,,,,,,,,
hasta,1,,,,,,,,,,,,,
hat,2,,,,,,,,,,,,,
hate,27,,,,,,,,,,,,,
hated,1,,,,,,,,,,,,,
hatedont,1,,,,,,,,,,,,,
hattaTheWhitePrincess,1,,,,,,,,,,,,,
haunting,2,,,,,,,,,,,,,
have,66,,,,,,,,,,,,,
havent,7,,,,,,,,,,,,,
having,5,,,,,,,,,,,,,
hbo,21,,,,,,,,,,,,,
hboAleluya,1,,,,,,,,,,,,,
hboCelebrate,1,,,,,,,,,,,,,
hboElton,1,,,,,,,,,,,,,
hboFunko,1,,,,,,,,,,,,,
hboGame,3,,,,,,,,,,,,,
hboHome,1,,,,,,,,,,,,,
hboNO,1,,,,,,,,,,,,,
hboNationalDoctorsDay,1,,,,,,,,,,,,,
hboQuant,1,,,,,,,,,,,,,
hboUnd,1,,,,,,,,,,,,,
hbohGameofThrones,1,,,,,,,,,,,,,
hbomore,1,,,,,,,,,,,,,
hbooops,1,,,,,,,,,,,,,
head,9,,,,,,,,,,,,,
heads,1,,,,,,,,,,,,,
healthier,5,,,,,,,,,,,,,
healthyI,1,,,,,,,,,,,,,
hear,4,,,,,,,,,,,,,
heard,4,,,,,,,,,,,,,
heardGameofThronesASOIAFI,1,,,,,,,,,,,,,
heardGameofThronesASOIAFNunca,1,,,,,,,,,,,,,
heardGameofThronesASOIAFSend,1,,,,,,,,,,,,,
heardGameofThronesASOIAFSummer,1,,,,,,,,,,,,,
heardGameofThronesASOIAFThe,1,,,,,,,,,,,,,
heart,8,,,,,,,,,,,,,
hearts,10,,,,,,,,,,,,,
heavyHere,1,,,,,,,,,,,,,
hecho,2,,,,,,,,,,,,,
heein,1,,,,,,,,,,,,,
heels,85,,,,,,,,,,,,,
hehe,1,,,,,,,,,,,,,
hell,4,,,,,,,,,,,,,
helm,7,,,,,,,,,,,,,
help,1,,,,,,,,,,,,,
helpGameOfThronesJoining,1,,,,,,,,,,,,,
hereAbout,1,,,,,,,,,,,,,
hereGaAwesome,1,,,,,,,,,,,,,
hereGameofThrones,1,,,,,,,,,,,,,
hereGameofThronesdidnt,1,,,,,,,,,,,,,
hereGoTS,1,,,,,,,,,,,,,
hereGoTSTETOIA,1,,,,,,,,,,,,,
hereIf,1,,,,,,,,,,,,,
herea,1,,,,,,,,,,,,,
heregameofthrones,1,,,,,,,,,,,,,
hermana,2,,,,,,,,,,,,,
hermosasSend,1,,,,,,,,,,,,,
hero,2,,,,,,,,,,,,,
heroes,3,,,,,,,,,,,,,
hes,2,,,,,,,,,,,,,
het,1,,,,,,,,,,,,,
hice,1,,,,,,,,,,,,,
hicieron,1,,,,,,,,,,,,,
hiere,4,,,,,,,,,,,,,
high,5,,,,,,,,,,,,,
hilariousGOT,3,,,,,,,,,,,,,
hilariousNew,1,,,,,,,,,,,,,
hilariousWe,1,,,,,,,,,,,,,
hilariousiZombieWellthis,1,,,,,,,,,,,,,
him,17,,,,,,,,,,,,,
himmonths,1,,,,,,,,,,,,,
himselfDavos,4,,,,,,,,,,,,,
himselfstar,2,,,,,,,,,,,,,
hinchan,1,,,,,,,,,,,,,
hints,5,,,,,,,,,,,,,
hiphop,1,,,,,,,,,,,,,
hisWhat,1,,,,,,,,,,,,,
historia,2,,,,,,,,,,,,,
historically,1,,,,,,,,,,,,,
history,2,,,,,,,,,,,,,
hit,4,,,,,,,,,,,,,
hits,4,,,,,,,,,,,,,
hitting,1,,,,,,,,,,,,,
hizo,1,,,,,,,,,,,,,
hmmmmm,1,,,,,,,,,,,,,
ho,1,,,,,,,,,,,,,
hodor,2,,,,,,,,,,,,,
hoje,2,,,,,,,,,,,,,
holanmyor,1,,,,,,,,,,,,,
hold,1,,,,,,,,,,,,,
holds,1,,,,,,,,,,,,,
holidays,1,,,,,,,,,,,,,
hombre,4,,,,,,,,,,,,,
home,2,,,,,,,,,,,,,
homeGameOfThrones,1,,,,,,,,,,,,,
homedecor,2,,,,,,,,,,,,,
homeland,1,,,,,,,,,,,,,
homemade,1,,,,,,,,,,,,,
homenaje,1,,,,,,,,,,,,,
homework,1,,,,,,,,,,,,,
hon,1,,,,,,,,,,,,,
honor,1,,,,,,,,,,,,,
hoodie,2,,,,,,,,,,,,,
hoodieGameOfThrones,1,,,,,,,,,,,,,
hooked,2,,,,,,,,,,,,,
hooks,1,,,,,,,,,,,,,
hop,1,,,,,,,,,,,,,
hope,120,,,,,,,,,,,,,
hopeful,1,,,,,,,,,,,,,
hoping,2,,,,,,,,,,,,,
hora,3,,,,,,,,,,,,,
horloge,1,,,,,,,,,,,,,
horrible,3,,,,,,,,,,,,,
horrifying,1,,,,,,,,,,,,,
horses,1,,,,,,,,,,,,,
hostingtwitch,1,,,,,,,,,,,,,
hottest,1,,,,,,,,,,,,,
hottie,1,,,,,,,,,,,,,
hour,2,,,,,,,,,,,,,
hourWish,1,,,,,,,,,,,,,
house,2,,,,,,,,,,,,,
housegameofthrones,2,,,,,,,,,,,,,
houseofcards,1,,,,,,,,,,,,,
housesBaby,1,,,,,,,,,,,,,
housestark,7,,,,,,,,,,,,,
how,23,,,,,,,,,,,,,
hoy,1,,,,,,,,,,,,,
ht,2,,,,,,,,,,,,,
htSenarist,1,,,,,,,,,,,,,
htel,1,,,,,,,,,,,,,
htt,4,,,,,,,,,,,,,
httGame,1,,,,,,,,,,,,,
httHodor,1,,,,,,,,,,,,,
httLeon,1,,,,,,,,,,,,,
httMONTEGRAPPA,1,,,,,,,,,,,,,
httpCeramic,4,,,,,,,,,,,,,
httpCon,1,,,,,,,,,,,,,
httpEven,1,,,,,,,,,,,,,
httpGame,1,,,,,,,,,,,,,
httpGameOfThrones,1,,,,,,,,,,,,,
httpMoon,1,,,,,,,,,,,,,
httpMuito,1,,,,,,,,,,,,,
httpSend,2,,,,,,,,,,,,,
httpSigh,1,,,,,,,,,,,,,
httpThe,3,,,,,,,,,,,,,
httpTrat,1,,,,,,,,,,,,,
httpTyrion,1,,,,,,,,,,,,,
httpWellthis,1,,,,,,,,,,,,,
httpWith,1,,,,,,,,,,,,,
httpstorylines,3,,,,,,,,,,,,,
httpwatch,1,,,,,,,,,,,,,
httpwill,1,,,,,,,,,,,,,
httpyaaasIn,1,,,,,,,,,,,,,
hubo,5,,,,,,,,,,,,,
huge,1,,,,,,,,,,,,,
huhgameofthrones,2,,,,,,,,,,,,,
human,1,,,,,,,,,,,,,
hurry,4,,,,,,,,,,,,,
hurt,3,,,,,,,,,,,,,
huyunu,1,,,,,,,,,,,,,
hype,1,,,,,,,,,,,,,
hypedSend,1,,,,,,,,,,,,,
i,21,,,,,,,,,,,,,
iPad,3,,,,,,,,,,,,,
iPadGameOfThrones,1,,,,,,,,,,,,,
iPhone,3,,,,,,,,,,,,,
iPhoneCasegameofthrones,1,,,,,,,,,,,,,
iZombie,4,,,,,,,,,,,,,
iZombieGoTSEVERYTHING,1,,,,,,,,,,,,,
iZombieMoon,1,,,,,,,,,,,,,
iZombieObsessed,1,,,,,,,,,,,,,
iZombiewould,1,,,,,,,,,,,,,
iasip,2,,,,,,,,,,,,,
ice,7,,,,,,,,,,,,,
iceandfirecon,1,,,,,,,,,,,,,
ich,2,,,,,,,,,,,,,
iciRT,1,,,,,,,,,,,,,
icivi,1,,,,,,,,,,,,,
iconic,1,,,,,,,,,,,,,
icons,2,,,,,,,,,,,,,
idea,2,,,,,,,,,,,,,
ideaGameOfThrones,2,,,,,,,,,,,,,
ideas,2,,,,,,,,,,,,,
idiotic,1,,,,,,,,,,,,,
ifyouknowwhatimean,1,,,,,,,,,,,,,
ignored,1,,,,,,,,,,,,,
igual,5,,,,,,,,,,,,,
ihre,1,,,,,,,,,,,,,
iin,1,,,,,,,,,,,,,
ikolata,1,,,,,,,,,,,,,
il,3,,,,,,,,,,,,,
ilk,1,,,,,,,,,,,,,
ilkdakikasna,1,,,,,,,,,,,,,
ill,2,,,,,,,,,,,,,
illustration,2,,,,,,,,,,,,,
illustrationGOT,1,,,,,,,,,,,,,
ilustrada,1,,,,,,,,,,,,,
ilustrado,1,,,,,,,,,,,,,
im,5,,,,,,,,,,,,,
imagen,1,,,,,,,,,,,,,
images,3,,,,,,,,,,,,,
imagine,1,,,,,,,,,,,,,
immerges,4,,,,,,,,,,,,,
impeached,1,,,,,,,,,,,,,
important,3,,,,,,,,,,,,,
impress,1,,,,,,,,,,,,,
impressed,2,,,,,,,,,,,,,
impresses,12,,,,,,,,,,,,,
impressions,1,,,,,,,,,,,,,
improve,2,,,,,,,,,,,,,
imsolateNew,1,,,,,,,,,,,,,
inCeramic,1,,,,,,,,,,,,,
inCrypts,1,,,,,,,,,,,,,
inGameOfThrones,5,,,,,,,,,,,,,
inGameOfThronesMartin,1,,,,,,,,,,,,,
inLike,1,,,,,,,,,,,,,
inMoon,1,,,,,,,,,,,,,
inNot,1,,,,,,,,,,,,,
inSpperrGame,1,,,,,,,,,,,,,
inTopGame,1,,,,,,,,,,,,,
inadaptation,5,,,,,,,,,,,,,
inand,1,,,,,,,,,,,,,
inbittorrent,1,,,,,,,,,,,,,
incest,2,,,,,,,,,,,,,
incesto,1,,,,,,,,,,,,,
incesttags,1,,,,,,,,,,,,,
includes,1,,,,,,,,,,,,,
inclusive,1,,,,,,,,,,,,,
incomplete,1,,,,,,,,,,,,,
incredible,3,,,,,,,,,,,,,
indays,2,,,,,,,,,,,,,
indaysYeah,1,,,,,,,,,,,,,
indeadpool,1,,,,,,,,,,,,,
indiedev,1,,,,,,,,,,,,,
indrukwekkende,6,,,,,,,,,,,,,
infartoThe,1,,,,,,,,,,,,,
infoIf,1,,,,,,,,,,,,,
infoJoin,1,,,,,,,,,,,,,
inhttp,2,,,,,,,,,,,,,
inhttpGameofThrones,1,,,,,,,,,,,,,
inhttpShow,1,,,,,,,,,,,,,
inhttpstorylines,2,,,,,,,,,,,,,
initiative,4,,,,,,,,,,,,,
inizia,3,,,,,,,,,,,,,
inmonths,1,,,,,,,,,,,,,
innocents,1,,,,,,,,,,,,,
inocentes,2,,,,,,,,,,,,,
inprogress,1,,,,,,,,,,,,,
ins,1,,,,,,,,,,,,,
insafszMy,1,,,,,,,,,,,,,
insane,1,,,,,,,,,,,,,
inside,1,,,,,,,,,,,,,
insieme,3,,,,,,,,,,,,,
inso,1,,,,,,,,,,,,,
inspired,91,,,,,,,,,,,,,
insta,1,,,,,,,,,,,,,
instachile,1,,,,,,,,,,,,,
instafotoNo,1,,,,,,,,,,,,,
instagood,1,,,,,,,,,,,,,
instalike,1,,,,,,,,,,,,,
instead,2,,,,,,,,,,,,,
instructionsGameOfThrones,1,,,,,,,,,,,,,
interesante,1,,,,,,,,,,,,,
interesting,2,,,,,,,,,,,,,
interiorarchitecture,1,,,,,,,,,,,,,
interiordesigner,2,,,,,,,,,,,,,
interiordesignerBest,1,,,,,,,,,,,,,
interiordesignerstorylines,1,,,,,,,,,,,,,
interiordesignideas,2,,,,,,,,,,,,,
interiordesignideasNew,1,,,,,,,,,,,,,
interiorstyling,1,,,,,,,,,,,,,
interiorstylingWhere,1,,,,,,,,,,,,,
internationalwomen,1,,,,,,,,,,,,,
internet,7,,,,,,,,,,,,,
interprete,1,,,,,,,,,,,,,
interrupted,1,,,,,,,,,,,,,
into,13,,,,,,,,,,,,,
intoRecap,3,,,,,,,,,,,,,
intothebadlands,1,,,,,,,,,,,,,
intro,2,,,,,,,,,,,,,
introI,1,,,,,,,,,,,,,
introTheres,1,,,,,,,,,,,,,
introduced,1,,,,,,,,,,,,,
introduction,1,,,,,,,,,,,,,
intros,2,,,,,,,,,,,,,
invasion,1,,,,,,,,,,,,,
inventou,1,,,,,,,,,,,,,
inverno,2,,,,,,,,,,,,,
invested,2,,,,,,,,,,,,,
investigate,24,,,,,,,,,,,,,
investigateUn,1,,,,,,,,,,,,,
invierno,5,,,,,,,,,,,,,
inwhile,1,,,,,,,,,,,,,
inwith,1,,,,,,,,,,,,,
io,1,,,,,,,,,,,,,
ir,2,,,,,,,,,,,,,
iron,2,,,,,,,,,,,,,
ironthrone,2,,,,,,,,,,,,,
ironthroneBonne,1,,,,,,,,,,,,,
ironthroneSend,1,,,,,,,,,,,,,
ironthroneThe,1,,,,,,,,,,,,,
irritating,1,,,,,,,,,,,,,
isHow,1,,,,,,,,,,,,,
isMichael,1,,,,,,,,,,,,,
isSend,1,,,,,,,,,,,,,
isSepta,1,,,,,,,,,,,,,
isfrom,7,,,,,,,,,,,,,
isnt,4,,,,,,,,,,,,,
isso,9,,,,,,,,,,,,,
ist,3,,,,,,,,,,,,,
istillbelivestorylines,1,,,,,,,,,,,,,
itAlready,1,,,,,,,,,,,,,
itGameofThrones,1,,,,,,,,,,,,,
itHeres,1,,,,,,,,,,,,,
itSend,4,,,,,,,,,,,,,
itSigh,1,,,,,,,,,,,,,
itTrue,1,,,,,,,,,,,,,
items,1,,,,,,,,,,,,,
itgameofthrones,1,,,,,,,,,,,,,
itgo,1,,,,,,,,,,,,,
itheres,1,,,,,,,,,,,,,
ithousebaelish,1,,,,,,,,,,,,,
itiZombieThe,1,,,,,,,,,,,,,
itineraryWOWgameofthrones,1,,,,,,,,,,,,,
itizombieFrom,1,,,,,,,,,,,,,
itself,1,,,,,,,,,,,,,
itsgreattocurate,1,,,,,,,,,,,,,
iv,1,,,,,,,,,,,,,
ivoryTo,1,,,,,,,,,,,,,
iwanrheon,1,,,,,,,,,,,,,
iwilltakewhatismine,1,,,,,,,,,,,,,
izlerim,1,,,,,,,,,,,,,
izombieActress,1,,,,,,,,,,,,,
izombieLo,1,,,,,,,,,,,,,
izombieMoon,1,,,,,,,,,,,,,
j,1,,,,,,,,,,,,,
jail,1,,,,,,,,,,,,,
jaime,5,,,,,,,,,,,,,
jaimeCome,1,,,,,,,,,,,,,
jaimebrienne,1,,,,,,,,,,,,,
jajaj,1,,,,,,,,,,,,,
jakin,1,,,,,,,,,,,,,
jakinOut,1,,,,,,,,,,,,,
jam,1,,,,,,,,,,,,,
jamie,1,,,,,,,,,,,,,
jasmines,1,,,,,,,,,,,,,
jazzberry,1,,,,,,,,,,,,,
je,2,,,,,,,,,,,,,
jeans,1,,,,,,,,,,,,,
jeweleryhandmade,1,,,,,,,,,,,,,
jewelry,8,,,,,,,,,,,,,
jewelryNew,1,,,,,,,,,,,,,
jk,1,,,,,,,,,,,,,
johnsnow,2,,,,,,,,,,,,,
join,3,,,,,,,,,,,,,
joinedTheHallofFaces,1,,,,,,,,,,,,,
joins,1,,,,,,,,,,,,,
jok,2,,,,,,,,,,,,,
joke,1,,,,,,,,,,,,,
jokes,1,,,,,,,,,,,,,
jonsnow,17,,,,,,,,,,,,,
jourLOOK,1,,,,,,,,,,,,,
journe,1,,,,,,,,,,,,,
journey,2,,,,,,,,,,,,,
ju,1,,,,,,,,,,,,,
judge,1,,,,,,,,,,,,,
juego,1,,,,,,,,,,,,,
juegosdetronos,1,,,,,,,,,,,,,
juillet,8,,,,,,,,,,,,,
julhoWellthis,1,,,,,,,,,,,,,
julio,2,,,,,,,,,,,,,
july,2,,,,,,,,,,,,,
june,1,,,,,,,,,,,,,
jungle,1,,,,,,,,,,,,,
juro,1,,,,,,,,,,,,,
jusquaujuilletVirginradio,1,,,,,,,,,,,,,
just,292,,,,,,,,,,,,,
justa,1,,,,,,,,,,,,,
juste,1,,,,,,,,,,,,,
justice,1,,,,,,,,,,,,,
justified,2,,,,,,,,,,,,,
k,2,,,,,,,,,,,,,
ka,2,,,,,,,,,,,,,
kald,1,,,,,,,,,,,,,
kann,1,,,,,,,,,,,,,
kategorin,1,,,,,,,,,,,,,
keen,3,,,,,,,,,,,,,
keep,10,,,,,,,,,,,,,
keeps,1,,,,,,,,,,,,,
key,5,,,,,,,,,,,,,
keyfineile,1,,,,,,,,,,,,,
khaldrogo,1,,,,,,,,,,,,,
khaleesi,4,,,,,,,,,,,,,
khaleesiShow,1,,,,,,,,,,,,,
khaleesihappynewyear,1,,,,,,,,,,,,,
khaleesilove,1,,,,,,,,,,,,,
khaleesiofthegreatgrasssea,1,,,,,,,,,,,,,
khaleesiyjon,1,,,,,,,,,,,,,
khalessi,1,,,,,,,,,,,,,
khgneux,1,,,,,,,,,,,,,
ki,1,,,,,,,,,,,,,
kick,1,,,,,,,,,,,,,
kid,2,,,,,,,,,,,,,
kidding,2,,,,,,,,,,,,,
kids,4,,,,,,,,,,,,,
kidsGamesSend,1,,,,,,,,,,,,,
kill,11,,,,,,,,,,,,,
killed,2,,,,,,,,,,,,,
killer,1,,,,,,,,,,,,,
killerGameofThrones,2,,,,,,,,,,,,,
killin,1,,,,,,,,,,,,,
killing,3,,,,,,,,,,,,,
kills,1,,,,,,,,,,,,,
kilt,2,,,,,,,,,,,,,
kind,3,,,,,,,,,,,,,
kinda,2,,,,,,,,,,,,,
king,3,,,,,,,,,,,,,
kinginthenorthWhen,1,,,,,,,,,,,,,
kingofthenorthThe,1,,,,,,,,,,,,,
kingofthenorthWellthis,1,,,,,,,,,,,,,
kings,1,,,,,,,,,,,,,
kiss,1,,,,,,,,,,,,,
kit,1,,,,,,,,,,,,,
kitchen,2,,,,,,,,,,,,,
kitharington,1,,,,,,,,,,,,,
kitharingtonI,1,,,,,,,,,,,,,
kitharingtonThe,1,,,,,,,,,,,,,
kitharingtonstorylines,1,,,,,,,,,,,,,
kkk,1,,,,,,,,,,,,,
klart,1,,,,,,,,,,,,,
knees,1,,,,,,,,,,,,,
knitting,1,,,,,,,,,,,,,
knnte,1,,,,,,,,,,,,,
knnteAnd,1,,,,,,,,,,,,,
know,83,,,,,,,,,,,,,
knows,2,,,,,,,,,,,,,
knowyoull,1,,,,,,,,,,,,,
ko,1,,,,,,,,,,,,,
krizine,2,,,,,,,,,,,,,
kung,1,,,,,,,,,,,,,
kuy,1,,,,,,,,,,,,,
l,1,,,,,,,,,,,,,
la,121,,,,,,,,,,,,,
laCasa,1,,,,,,,,,,,,,
laSeason,1,,,,,,,,,,,,,
laSend,1,,,,,,,,,,,,,
lad,1,,,,,,,,,,,,,
ladeWhite,1,,,,,,,,,,,,,
ladressestorylines,1,,,,,,,,,,,,,
lady,4,,,,,,,,,,,,,
lagameofthrones,1,,,,,,,,,,,,,
laid,1,,,,,,,,,,,,,
laisser,16,,,,,,,,,,,,,
lancehydenDidnt,1,,,,,,,,,,,,,
landing,1,,,,,,,,,,,,,
lands,6,,,,,,,,,,,,,
landscape,1,,,,,,,,,,,,,
lang,1,,,,,,,,,,,,,
languages,3,,,,,,,,,,,,,
lanisterNovi,1,,,,,,,,,,,,,
lannister,3,,,,,,,,,,,,,
lannisterWould,1,,,,,,,,,,,,,
laptop,4,,,,,,,,,,,,,
largado,1,,,,,,,,,,,,,
las,16,,,,,,,,,,,,,
lashoras,1,,,,,,,,,,,,,
lashrs,3,,,,,,,,,,,,,
last,12,,,,,,,,,,,,,
lasting,1,,,,,,,,,,,,,
lastseasons,1,,,,,,,,,,,,,
late,3,,,,,,,,,,,,,
lateSend,1,,,,,,,,,,,,,
latemporada,10,,,,,,,,,,,,,
later,5,,,,,,,,,,,,,
latest,34,,,,,,,,,,,,,
latestNewsdaygameofthrones,1,,,,,,,,,,,,,
latestNewsdaynigeria,1,,,,,,,,,,,,,
latter,2,,,,,,,,,,,,,
laughing,2,,,,,,,,,,,,,
launched,12,,,,,,,,,,,,,
lavori,1,,,,,,,,,,,,,
law,1,,,,,,,,,,,,,
lawGameOfThronesIf,1,,,,,,,,,,,,,
lawGameOfThronesTraining,1,,,,,,,,,,,,,
lawhen,1,,,,,,,,,,,,,
ldrr,1,,,,,,,,,,,,,
le,19,,,,,,,,,,,,,
lead,1,,,,,,,,,,,,,
leader,2,,,,,,,,,,,,,
leads,4,,,,,,,,,,,,,
leah,1,,,,,,,,,,,,,
leak,1,,,,,,,,,,,,,
lealtad,4,,,,,,,,,,,,,
learn,1,,,,,,,,,,,,,
learned,2,,,,,,,,,,,,,
learntocode,3,,,,,,,,,,,,,
least,4,,,,,,,,,,,,,
leave,2,,,,,,,,,,,,,
lecturas,1,,,,,,,,,,,,,
leer,1,,,,,,,,,,,,,
left,8,,,,,,,,,,,,,
legend,7,,,,,,,,,,,,,
legit,1,,,,,,,,,,,,,
legno,1,,,,,,,,,,,,,
lembro,1,,,,,,,,,,,,,
lend,1,,,,,,,,,,,,,
length,4,,,,,,,,,,,,,
lens,1,,,,,,,,,,,,,
lepuis,1,,,,,,,,,,,,,
ler,1,,,,,,,,,,,,,
les,22,,,,,,,,,,,,,
lesbian,3,,,,,,,,,,,,,
lesen,1,,,,,,,,,,,,,
lessai,1,,,,,,,,,,,,,
lessons,1,,,,,,,,,,,,,
let,5,,,,,,,,,,,,,
lets,4,,,,,,,,,,,,,
letstalkGameOfThrones,1,,,,,,,,,,,,,
levelEsperar,1,,,,,,,,,,,,,
levraitrone,2,,,,,,,,,,,,,
lhonneur,1,,,,,,,,,,,,,
li,1,,,,,,,,,,,,,
liberal,1,,,,,,,,,,,,,
libri,1,,,,,,,,,,,,,
libros,1,,,,,,,,,,,,,
life,38,,,,,,,,,,,,,
lifeGoTSGame,1,,,,,,,,,,,,,
lifeGoTSIf,1,,,,,,,,,,,,,
lifeSee,1,,,,,,,,,,,,,
lifeWell,1,,,,,,,,,,,,,
lifeless,1,,,,,,,,,,,,,
lifestyleblog,1,,,,,,,,,,,,,
light,1,,,,,,,,,,,,,
lightsaber,8,,,,,,,,,,,,,
like,145,,,,,,,,,,,,,
likeAh,1,,,,,,,,,,,,,
likeGoTSThe,1,,,,,,,,,,,,,
likeOffendEveryoneInWordsGoTSSend,1,,,,,,,,,,,,,
likeTo,1,,,,,,,,,,,,,
liked,2,,,,,,,,,,,,,
likeit,1,,,,,,,,,,,,,
likely,1,,,,,,,,,,,,,
likes,1,,,,,,,,,,,,,
likewiggles,1,,,,,,,,,,,,,
liking,1,,,,,,,,,,,,,
lilacs,1,,,,,,,,,,,,,
lilies,1,,,,,,,,,,,,,
lime,1,,,,,,,,,,,,,
limegreen,1,,,,,,,,,,,,,
line,3,,,,,,,,,,,,,
lineup,8,,,,,,,,,,,,,
lion,6,,,,,,,,,,,,,
lions,1,,,,,,,,,,,,,
listen,2,,,,,,,,,,,,,
listening,3,,,,,,,,,,,,,
literally,3,,,,,,,,,,,,,
literary,1,,,,,,,,,,,,,
literaryThank,1,,,,,,,,,,,,,
literatura,1,,,,,,,,,,,,,
little,10,,,,,,,,,,,,,
littledragonshow,1,,,,,,,,,,,,,
littlefinger,1,,,,,,,,,,,,,
live,5,,,,,,,,,,,,,
liveQA,1,,,,,,,,,,,,,
liverpoolGameofThrones,1,,,,,,,,,,,,,
lives,2,,,,,,,,,,,,,
livetweeting,1,,,,,,,,,,,,,
living,4,,,,,,,,,,,,,
livros,1,,,,,,,,,,,,,
llama,1,,,,,,,,,,,,,
llaman,1,,,,,,,,,,,,,
llegar,2,,,,,,,,,,,,,
llegue,1,,,,,,,,,,,,,
llena,1,,,,,,,,,,,,,
llevoepisodios,1,,,,,,,,,,,,,
lm,2,,,,,,,,,,,,,
lo,5,,,,,,,,,,,,,
load,1,,,,,,,,,,,,,
loadersbeing,1,,,,,,,,,,,,,
